MDL_NO,CAPTION,JUDGE,DISTRICT,DATE_FILED,DATE_TRANSFERRED,DATE_TERMINTAED,MASTER_DOCKET,TOTAL_ACTIONS,TYPE,APPOINTMENT_ORDER,APPOINTMENT_ORDER_CONTESTED,PLAINTIFF_LEAD_COUNSEL ,PLAINTIFF_LEAD_COUNSEL_AUTHORITY,PLAINTIFF_LEAD_COUNSEL_DUTIES,PLAINTIFF_LEADERSHIP_STRUCTURE, PLAINTIFF_LEADERSHIP_AUTHORITY ,PLAINTIFF_LEADERSHIP_DUTIES ,PLAINTIFF_LIAISON_COUNSEL ,DEFENSE_LEAD_COUNSEL,DEFENSE_LEADERSHIP_STRUCTURE  ,DEFENSE _LIAISON_COUNSEL ,RULE_23,MCL,LIMIT_NONLEADER_PRACTICE ,FINANCIAL_CONTRIBUTION,LEADERSHIP_COMPENSATION,RECORDKEEPING,COMMENTS_OLD,Notes,Assigned to,Complete,Order_Count,Sum_OU_Create,Sum_OU_Terminate,Net_OUs,YEARS_PENDING,Source_Table
2106,2106 IN RE: Fontainebleau Las Vegas Contract Litigation,Alan S. Gold,FLS,,2009-12-02 00:00:00,2012-03-26 00:00:00,1:09-md-02106,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2107,2107 IN RE: Budeprion XL Marketing & Sales Practices Litigation,Berle M. Schiller,PAE,,2009-12-02 00:00:00,2012-07-12 00:00:00,2:09-md-02107,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2109,2109 IN RE: Plasma-Derivative Protein Therapies Antitrust Litigation,Joan B. Gottschall,ILN,,2009-12-02 00:00:00,2014-05-02 00:00:00,1:09-cv-07666,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2116,"2116 IN RE: Apple iPhone 3G and 3GS ""MMS"" Marketing & Sales Practices",Carl J. Barbier,LAE,,2009-12-03 00:00:00,2012-07-12 00:00:00,2:09-md-02116,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2118,2118 IN RE: Cyclobenzaprine Hydrochloride Extended-Release Capsule Patent Litigation,Sue Lewis Robinson,DE,,2009-12-02 00:00:00,2011-05-19 00:00:00,1:09-md-02118,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2119,2119 IN RE: Mortgage Electronic Registration System (MERS),James A. Teilborg,AZ,,2009-12-07 00:00:00,2017-02-14 00:00:00,2:09-md-02119,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2120,2120 IN RE: Pamidronate Products Liability Litigation,Kiyo A. Matsumoto,NYE,,2009-12-02 00:00:00,2012-09-06 00:00:00,1:09-md-02120,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2121,2121 IN RE: Musical Instruments and Equipment Antitrust Litigation,Larry Alan Burns,CAS,,2009-12-09 00:00:00,2016-02-17 00:00:00,3:09-md-02121,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2122,2122 IN RE: National Arbitration Forum Trade Practices Litigation,Paul Arthur Magnuson,MN,,2010-02-03 00:00:00,2012-07-11 00:00:00,0:10-md-02122,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2124,2124 IN RE: Conseco Life Insurance Co. Lifetrend Insurance Marketing & Sales Practices Litigation,Susan Yvonne Illston,CAN,,2010-02-03 00:00:00,2015-09-09 00:00:00,3:10-md-02124,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2126,2126 IN RE: Tramadol Hydrochloride Extended-Release Tablets Patent Litigation,Kent A. Jordan,DE,,2010-02-12 00:00:00,2011-06-06 00:00:00,1:10-md-02126,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2135,"2135 IN RE: Air Crash at Madrid, Spain - 8/20/08",Gary Allen Feess,CAC,,2010-02-12 00:00:00,2011-03-23 00:00:00,2:10-ml-02135,,Common Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2137,"2137 IN RE: SIGG Switzerland (USA), Inc., Aluminum Bottles Marketing & Sales Practices Litigation",John Gilpin Heyburn II,KYW,,2010-02-03 00:00:00,2012-04-20 00:00:00,3:10-md-02137,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2138,2138 IN RE: Bank of America Wage and Hour Employment Practices Litigation,John Watson Lungstrum,KS,,2010-04-14 00:00:00,2014-12-09 00:00:00,2:10-md-02138,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2141,2141 IN RE: Verizon Wireless Data Charges,Freda L. Wolfson,NJ,,2010-04-02 00:00:00,2012-03-05 00:00:00,3:10-cv-01749,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2143,2143 IN RE: Optical Disk Drive Products Antitrust Litigation,Richard G. Seeborg,CAN,,2010-04-02 00:00:00,2018-05-25 00:00:00,3:10-md-02143,,Antitrust,,,,,,,,,,,,,,,,,,,,Large docket; only grabbed CMOs,DN/complete/co-work,,,,,,,new
2144,2144 IN RE: Air Crash Over the Mid-Atlantic - 6/1/09,Charles R. Breyer,CAN,,2010-04-14 00:00:00,2011-10-04 00:00:00,3:10-md-02144,,Common Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2145,2145 IN RE: Medical Capital Securities Litigation,David O. Carter,CAC,,2010-04-15 00:00:00,2015-08-05 00:00:00,8:10-ml-02145,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2147,2147 IN RE: AT&T Mobility Wireless Data Services Sales Tax,Amy Joan St Eve,ILN,,2010-04-07 00:00:00,2011-08-04 00:00:00,1:10-cv-02278,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2151,"2151 IN RE: Toyota Motor Corp. Unintended Acceleration Marketing, Sales Practices, and Products Liability Litigation","Selna, James V.",CAC,2010-02-04,2010-04-09,,8:10-ml-2151,457,Products Liability,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,Contested; lots of applications; really bonkers structure -- good example of ad hocery,"After hearing concerns from counsel that the leadership structure, over time, would need to be replenished annually as lawyers took on other projects, Judge Seylna ordered lawyers to reapply for leadership annually. However, with the exception of only one or two lawyers--and the resolution of a class action--the lawyers on leadership remained mostly the same. Another notable feature of the litigation was that both plaintiff and defense counsel urged the MDL judge to create a larger leadership structure, particularly for the discovery involved in automotive cases. Defense attorneys observed that experienced lawyers in such cases were valuable to work with. Judge Seylna ultimately allowed the plaintiffs to enlarge the size of leadership. 
",Mariah Uustal,checked,7,19,3,16,,old
2153,"2153 IN RE: United Parcel Service ""Air-in-Ground"" Marketing and Sales Practices Litigation","Wu, George H.",CAC,2010-02-23,2010-06-08,,2:10-ml-2153,6,Sales Practices ,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,,,Abby Wolfe,checked,1,3,0,3,,old
2157,2157 IN RE: JPMorgan Auction Rate Securities (ARS) Marketing,Paul G. Gardephe,NYS,,2010-06-09 00:00:00,2015-03-20 00:00:00,1:10-md-02157,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2158,2158 IN RE: Zimmer Durom Hip Cup Products Liability Litigation,"Wigenton, Susan D.",NJ,2010-03-15,2010-06-09,2010-09-23,2:09-cv-4414,749,Products Liability,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Orders rolling production of medical records before motion practice in anticipation of mediation,"Interesting litigation. The initial case management order sets up a mandatory mediation protocol which appears to have been used to resolve all the claims. After that, all the orders are skirmishes over common benefit fees, particularly the extent to which state court plaintiffs have to kick in to pay the MDL leaders' fees. It ends with a September 2018 order awarding about $2M, mainly to Seeger Weiss and Waters & Kraus 

--ASZ Note: It might be helpful to compare the Zimmer litigation structure to other hip implant cases, including Striker and Dupuy. Striker was resolved very similarly. So, it would be helpful to know if we're seeing the same structure proposed by the same kinds of plaintiff attorneys.

DN 2/25: Confirmed that no leadership orders entered after Doc No. 9. Lots of orders reducing common benefit fees at the end of the litigaiton.
",David Noll,checked,1,2,0,2,,old
2159,"2159 IN RE: AutoZone, Inc., Wage and Hour Employment Practices Litigation",Charles R. Breyer,CAN,,2010-06-15 00:00:00,2017-11-27 00:00:00,3:10-md-02159,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2165,2165 IN RE: Endangered Species Act Section 4 Deadline Litigation,"Sullivan, Emmet G.",DC,2010-04-02,2010-06-08,,1:10-mc-377,35,Miscellanous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No appointment order found,Resolved via mediation; no leadership appointments,David Noll,checked,0,0,0,0,,old
2167,2167 IN RE: JP Morgan Chase Bank Home Equity Line of Credit,Rebecca R. Pallmeyer,ILN,,2010-06-07 00:00:00,2013-04-02 00:00:00,1:10-cv-03647,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2171,2171 IN RE: Capital One Bank Credit Card Interest Rate Litigation,Thomas W. Thrash Jr.,GAN,,2010-06-11 00:00:00,2014-10-01 00:00:00,1:10-md-02171,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2172,"2172 IN RE: Toyota Motor Corp. Hybrid Brake Marketing, Sales Practices & Products Liability",Cormac J. Carney,CAC,,2010-08-17 00:00:00,2013-08-06 00:00:00,8:10-ml-02172,,Products Liability,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2173,2173 IN RE: Photochromic Lens Antitrust Litigation,James D. Whittemore,FLM,,2010-08-06 00:00:00,2014-09-10 00:00:00,8:10-md-02173,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2179,"2179 IN RE: Oil Spill by the Oil Rig ""Deepwater Horizon"" in the Gulf of Mexico, on April 20, 2010","Barbier, Carl J.",LAE,2010-05-06,2010-08-10,,2:10-md-2179,6072,Common Disaster,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Pretty lightweight given the scale of the litigation,,Reynold Orsua,checked,13,10,0,10,,old
2181,2181 IN RE: Method of Processing Ethanol Byproducts and Related Subsystems ('858) Patent Litigation,"Miller, Robert L.",INS,2010-05-12,2010-08-06,,1:10-ml-2181,22,Intellectual Property,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No apointment order found,Patent MDL. No leadership appointments. ,David Noll,checked,0,0,0,0,,old
2183,2183 IN RE: Brican America LLC Equipment Lease,Patricia A. Seitz,FLS,,2010-08-12 00:00:00,2015-08-11 00:00:00,1:10-md-02183,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2184,2184 IN RE: Google Inc. Street View Electronic Communications Litigation,"Breyer, Charles R.",CAN,2010-06-14,2010-08-17,,3:10-md-2184,21,Miscellanous,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,David Noll,checked,1,0,0,0,,old
2185,2185 IN RE: BP p.l.c. Securities Litigation,"Ellison, Keith P",TXS,2010-06-15,2010-08-10,,4:10-md-2185,59,Securities ,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,,Abby Wolfe,checked,4,5,0,5,,old
2186,2186 IN RE: Fresh and Process Potatoes Antitrust Litigation,B. Lynn Winmill,ID,,2010-10-13 00:00:00,2016-12-19 00:00:00,4:10-md-02186,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2187,"2187 IN RE: C.R. Bard, Inc., Pelvic Repair System Products Liability Litigation","Goodwin, Joseph R.",WVS,2010-07-15,2010-10-12,2011-02-01,2:10-md-2187,15867,Products Liability,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Stips to be docketed with court and become binding after 10 days,Interesting litigation. Starts small and turns into a massively complex MDL. There's a PSC that spans 6 different MDLs. Interesting colloquy in 6 about organization of federal and state counsel. The organizational structure here is extremely complex. The PSC is giant and the court keeps adding people to it and removing them from it.  ,Abby Wolfe,checked,12,5,0,5,,old
2188,"2188 IN RE: Apple Inc. iPhone 4 Marketing, Sales Practices and Products Liability Litigation","Ronald M. Whyte
Northern",CAN,,2010-10-08 00:00:00,2013-07-29 00:00:00,5:10-md-02188,,Products Liability,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2190,"2190 IN RE: McNeil Consumer Healthcare, et al., Marketing & Sales Practices Litigation",Mary A. McLaughlin,PAE,,2010-10-08 00:00:00,2012-07-25 00:00:00,2:10-md-02190,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2193,2193 IN RE: Bank of America Home Affordable Modification Program (HAMP) Contract Litigation,Rya Weickert Zobel,MA,,2010-10-08 00:00:00,2017-10-31 00:00:00,1:10-md-02193,,Contract,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2196,2196 IN RE: Polyurethane Foam Antitrust Litigation,Jack Zouhary,OHN,,2010-12-01 00:00:00,2016-11-07 00:00:00,1:10-md-02196,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2197,"2197 IN RE: DePuy Orthopaedics, Inc., ASR Hip Implant Products Liability Litigation","Helmick, Jeffrey J.",OHN,2010-09-03,2010-12-03,2011-01-26,1:10-md-2197,10237,Products Liability,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,Barebones: just a list of appointed attorneys,,Abby Wolfe,checked,2,10,0,10,,old
2199,2199 IN RE: POM Wonderful LLC Marketing and Sales Practices Litigation,Dean D. Pregerson,CAC,,2010-11-30 00:00:00,2019-01-23 00:00:00,2:10-ml-02199,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2200,2200 IN RE: Armodafinil Patent Litigation,Gregory Moneta Sleet,DE,,2010-12-08 00:00:00,2014-02-19 00:00:00,1:10-md-02200,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2202,2202 IN RE: Regions Bank ATM Fee Notice,Keith Starrett,MSS,,2011-02-03 00:00:00,2012-01-27 00:00:00,2:11-md-02202,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2208,2208 IN RE: Prudential Insurance Company of America SGLI/VGLI Contract Litigation,Michael Adrian Ponsor,MA,,2011-02-07 00:00:00,2015-02-19 00:00:00,3:11-md-02208,,Contract,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2210,2210 IN RE: Listerine Total Care Mouthwash Marketing and Sales Practices Litigation,William P. Dimitrouleas,FLS,,2011-02-09 00:00:00,2011-11-18 00:00:00,0:11-md-02210,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2213,"2213 IN RE: Commodity Exchange, Inc., Silver Futures and Options Trading Litigation","Robert P. Patterson, Jr.",NYS,,2011-02-08 00:00:00,2015-03-19 00:00:00,1:11-md-02213,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2215,2215 IN RE: Glaceau Vitaminwater Marketing and Sales Practice Litigation (No. II),Dora L. Irizarry,NYE,,2011-02-08 00:00:00,2017-01-25 00:00:00,1:11-md-02215,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2217,2217 IN RE: Discover Card Payment Protection Plan Marketing and Sales Practices Litigation,John W. Darrah,ILN,,2011-02-07 00:00:00,2012-09-21 00:00:00,"1:11-cv-01462,  1:10-cv-06994?",,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2218,"2218 IN RE: Camp Lejeune, North Carolina Water Contamination Litigation",Thomas W. Thrash Jr.,GAN,,2011-02-04 00:00:00,2016-12-09 00:00:00,1:11-md-02218,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2220,2220 IN RE: KABA Simplex Locks Marketing and Sales Practices Litigation,Donald C. Nugent,OHN,,2011-02-07 00:00:00,2015-06-01 00:00:00,1:11-md-02220,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2221,2221 IN RE: American Express Anti-Steering Rules Antitrust Litigation (No. II),"Garaufis, Nicholas G",NYE,2010-12-07,2011-02-07,,1:11-md-2221,15,Antitrust,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Agreements with class counsel ""shall be binding on all plaintiffs""; follows the standard caption template","This MDL is a mess. Of the initial 3 appointees to co-lead counsel, one was removed after he shared confidential information with defense counsel, and one withdrew after a dispute with his former firm whether he or the firm had been appointed as lead counsel. Confusingly, both the firm and the new attorney they had working on the case ""withdrew"" as lead counsel despite never having been appointed. The court was extremely confused by all this and notes its exasperation in #6658. ",Robert Vogel,checked,3,3,0,3,,old
2222,2222 IN RE: Enfamil LIPIL Marketing and Sales Practices Litigation,James Cohn,FLS,,2011-02-09 00:00:00,2011-11-14 00:00:00,0:11-md-2222,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2223,2223 IN RE: Navistar 6.0 L Diesel Engine Products Liability Litigation,Matthew F. Kennelly,ILN,,2011-04-13 00:00:00,2013-07-18 00:00:00,1:11-cv-02496,,Products Liability,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2226,"2226 IN RE: Darvocet, Darvon and Propoxyphene Products Liability Litigation",Danny C. Reeves,KYE,,2011-08-16 00:00:00,2017-03-16 00:00:00,2:11-md-02226,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2228,2228 IN RE: Sprint Premium Data Plan Marketing and Sales Practices Litigation,Susan Davis Wigenton,NJ,,2011-04-13 00:00:00,2014-09-03 00:00:00,2:10-cv-06334,,Sales Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2231,2231 IN RE: Lead Contaminated Fruit Juice Products Marketing & SP,Michael Adrian Ponsor,MA,,2011-04-19 00:00:00,2011-12-23 00:00:00,3:11-md-02231,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2233,"2233 IN RE: Porsche Cars North America, Inc., Plastic Coolant Tubes Products Liability Litigation",Gregory L. Frost,OHS,,2011-05-23 00:00:00,2014-03-19 00:00:00,2:11-md-02233,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2234,2234 IN RE: Wal-Mart ATM Fee Notice,Jon Phipps McCalla,TNW,,2011-05-20 00:00:00,2016-06-20 00:00:00,2:11-md-02234,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2235,"2235 IN RE: Foot Locker, Inc., Fair Labor Standards Act (FLSA) and Wage & Hour",J. Curtis Joyner,PAE,,2011-05-26 00:00:00,2015-07-22 00:00:00,"2:11-md-02235,  2:07-cv-02157?",,Employment Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2238,"2238 IN RE: Groupon, Inc., Marketing and Sales Practices Litigation",Dana Makoto Sabraw,CAS,,2011-05-25 00:00:00,2013-01-08 00:00:00,3:11-md-02238,,Sales Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2241,2241 IN RE: Fenofibrate Patent Litigation,Jed Saul Rakoff,NYS,,2011-05-23 00:00:00,2013-08-08 00:00:00,1:11-md-02241,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2242,2242 IN RE: Prograf Antitrust Litigation,Rya Weickert Zobel,MA,,2011-06-03 00:00:00,2018-03-13 00:00:00,1:11-md-02242,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2243,2243 IN RE: Fosamax (Alendronate Sodium) Products Liability Litigation (No. II),"Wolfson, Freda L.",NJ,2011-03-24,2011-05-23,2011-07-15,3:08-cv-8,1266,Products Liability,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,P attys are running the show,Orders entered here all appear to have been first entered in another MDL. Orders are all drafted by counsel. ,David Noll,checked,5,3,0,3,,old
2244,"2244 IN RE: DePuy Orthopaedics, Inc., Pinnacle Hip Implant Products Liability Litigation","Kinkeade, James Edgar",TXN,2011-03-28,2011-05-23,2012-01-09,3:11-md-2244,10170,Products Liability,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Just appointments,"Complex leadership structure. Court re-enters the same order 6 times with modifications, which was a pain to code.",David Noll,checked,6,9,0,9,,old
2245,2245 IN RE: Cardtronics ATM Fee Notice,Roger T. Benitez,CAS,,2011-05-26 00:00:00,2014-09-02 00:00:00,3:11-md-02245,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2246,"2246 IN RE: Air Crash Near Rio Grande, Puerto Rico, on December 3, 2008","Marra, Kenneth A.",FLS,2011-04-01,2011-05-25,,9:11-md-2246,7,Air Disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No appointment orders found,No leadership orders,David Noll,checked,0,0,0,0,,old
2247,"2247 IN RE: Uponor, Inc., F1807 Plumbing Fittings Products Liability Litigation",Ann D. Montgomery,MN,,2011-05-23 00:00:00,2012-08-22 00:00:00,0:11-md-02247,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2249,2249 IN RE: Vehicle Tracking and Security System ('844) Patent Litigation,Donovan W. Frank,MN,,2011-09-06 00:00:00,2013-07-08 00:00:00,0:11-md-02249,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/supplemented RA download,,,,,,,new
2250,2250 IN RE: iPhone/iPad Application Consumer Privacy Litigation,Lucy Haeran Koh,CAN,,2011-08-08 00:00:00,2013-12-02 00:00:00,5:11-md-02250,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2254,2254 IN RE: LivingSocial Marketing & Sales Practices Litigation,Ellen Segal Huvelle,DC,,2011-08-22 00:00:00,2013-07-23 00:00:00,1:11-mc-00472,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2258,2258 IN RE: Sony Gaming Networks and Customer Data Security Breach Litigation,Anthony Joseph Battaglia,CAS,,2011-08-08 00:00:00,2015-07-10 00:00:00,3:11-md-02258,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2261,"2261 IN RE: Jiffy Lube International, Inc., Text Spam",Jeffrey T. Miller,CAS,,2011-08-08 00:00:00,2013-08-08 00:00:00,3:11-md-02261,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2262,2262 IN RE: Libor-Based Financial Instruments Antitrust Litigation,"Buchwald, Naomi Reice",NYS,2011-05-13,2011-08-12,,1:11-md-2262,78,Antitrust,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Class action,Class Cert denied for Berkshire in part because of an undisclosed fee arrangement involving interim class cousnel.,Mariah Uustal,checked,21,8,0,8,,old
2263,2263 IN RE: Dial Complete Marketing and Sales Practices Litigation,"McAuliffe, Steven J",NH,2011-05-23,2011-08-18,,1:11-md-2263,17,Sales Practices,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Barebones,Class certified leading to settlement of the case but no attorneys appointed in connection with class certification.,David Noll,checked,1,3,0,3,,old
2264,2264 IN RE: Google Inc. Android Consumer Privacy Litigation,Jeffrey Steven White,CAN,,2011-08-08 00:00:00,2015-02-13 00:00:00,"3:11-md-02264, 5:10-cv-05878?",,Miscellaneous,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2265,2265 IN RE: Countrywide Financial Corp. Mortgage-Backed Securities Litigation,Mariana R. Pfaelzer,CAC,,2011-08-15 00:00:00,2015-08-04 00:00:00,2:11-ml-02265,,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2266,2266 IN RE: Wells Fargo Wage and Hour Employment Practices Litigation (No. III),Gray Hampton Miller,TXS,,2011-08-19 00:00:00,2016-07-15 00:00:00,4:11-md-02266,,Employment Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2269,2269 IN RE: Bank of America Credit Protection Marketing & Sales Practices Litigation,Thelton Eugene Henderson,CAN,,2011-08-16 00:00:00,2013-01-17 00:00:00,3:11-md-02269,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2270,2270 IN RE: CertainTeed Fiber Cement Siding Litigation,Thomas Newman O'Neill Jr.,PAE,,2011-08-08 00:00:00,2014-10-06 00:00:00,2:11-md-02270,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2272,2272 IN RE: Zimmer NexGen Knee Implant Products Liability Litigation,"Pallmeyer, Rebecca R.",ILN,2011-06-06,2011-08-08,2011-11-10,1:11-cv-5468,1743,Products Liability,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,Good order,,David Noll,checked,2,4,0,4,,old
2274,"2274 IN RE: CitiMortgage, Inc., Home Affordable Modification Program (HAMP) Contract Litigation",Dale S. Fischer,CAC,,2011-10-06 00:00:00,2018-11-19 00:00:00,2:11-ml-02274,,Contract,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2275,"2275 IN RE: Gerova Financial Group, Ltd., Securities Litigation",Shira A. Scheindlin,NYS,,2011-10-06 00:00:00,2014-07-18 00:00:00,1:11-md-02275,,Securities,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2280,2280 IN RE: Morgan Stanley Smith Barney LLC Wage and Hour Employment Practices Litigation,William J. Martini,NJ,,2011-10-12 00:00:00,2017-03-01 00:00:00,2:11-cv-03121,,Employment Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2283,2283 IN RE: Building Materials Corporation of America Asphalt Roofing Shingle Products Liability Litigation,Julianna Michelle Childs,SC,,2011-10-11 00:00:00,2014-07-05 00:00:00,8:11-mn-02000,,Products Liability,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2284,"2284 IN RE: Imprelis Herbicide Marketing, Sales Practices and Products Liability Litigation",Gene E.K. Pratter,PAE,,2011-10-20 00:00:00,2018-07-25 00:00:00,2:11-md-02284,,Products Liability,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2286,"2286 IN RE: Midland Credit Management, Inc., Telephone Consumer Protection Act (TCPA) Litigation","Anello, Michael M.",CAS,2011-07-28,2011-10-11,,3:11-md-2286,345,Miscellanous,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Uncontested,,Abby Wolfe,checked,3,2,0,2,,old
